"dgp","L","m","kappa","seed","available","cond","delivered","avail_top","avail_rest","frontier","interior","width","groups"
"curved",100,25,0.666666666666667,1100007,0.99,0.98989898989899,0.98,0.9,1,0.961538461538462,1,0.0626377897764376,1
"curved",100,25,0.666666666666667,1100008,0.98,0.969387755102041,0.95,0.8,1,1,0.956521739130435,0.044894604965841,1
"curved",100,25,0.666666666666667,1100009,0.98,0.948979591836735,0.93,0.8,1,0.9375,0.954545454545455,0.0478178312947792,1
"curved",100,25,0.666666666666667,1100010,0.98,1,0.98,0.8,1,1,1,0.0411592517400614,1
"curved",100,25,0.666666666666667,1100011,0.98,1,0.98,0.8,1,1,1,0.0524761855884492,0.5
"curved",100,25,0.666666666666667,1100012,0.98,1,0.98,0.8,1,1,1,0.038376441622505,1
"curved",100,25,0.666666666666667,1100013,0.98,0.775510204081633,0.76,0.8,1,0.84,0.753424657534247,0.0537040830139938,1
"curved",100,25,0.666666666666667,1100014,0.98,0.877551020408163,0.86,0.8,1,0.909090909090909,0.861538461538462,0.0469465023449318,1
"curved",100,25,0.666666666666667,1100015,0.98,0.571428571428571,0.56,0.8,1,0.75,0.513513513513513,0.0466694378310758,1
"curved",100,25,0.666666666666667,1100016,0.99,0.888888888888889,0.88,0.9,1,0.833333333333333,0.91304347826087,0.0459250923812334,1
"curved",100,25,0.666666666666667,1100017,0.98,1,0.98,0.8,1,1,1,0.042612956697375,1
"curved",100,25,0.666666666666667,1100018,0.98,1,0.98,0.8,1,1,1,0.0488254897187149,1
"curved",100,25,0.666666666666667,1100019,0.98,0.897959183673469,0.88,0.8,1,0.933333333333333,0.882352941176471,0.045085505503965,1
"curved",100,25,0.666666666666667,1100020,0.98,0.887755102040816,0.87,0.8,1,0.904761904761905,0.883116883116883,0.0528098605169718,1
"curved",100,25,0.666666666666667,1100021,0.98,1,0.98,0.8,1,1,1,0.0544355394213291,1
"curved",100,25,0.666666666666667,1100022,0.98,0.908163265306122,0.89,0.8,1,1,0.88,0.0518583812717514,1
"curved",100,25,0.666666666666667,1100023,0.98,0.795918367346939,0.78,0.8,1,0.764705882352941,0.8125,0.043344264148401,1
"curved",100,25,0.666666666666667,1100024,0.98,0.673469387755102,0.66,0.8,1,0.869565217391304,0.613333333333333,0.0510700751389989,0.5
"curved",100,25,0.666666666666667,1100025,0.98,0.877551020408163,0.86,0.8,1,0.870967741935484,0.880597014925373,0.052898109861434,1
"curved",100,25,0.666666666666667,1100026,0.99,0.858585858585859,0.85,0.9,1,0.866666666666667,0.855072463768116,0.0438598170191591,1
"curved",100,25,0.666666666666667,1100027,0.98,1,0.98,0.8,1,1,1,0.0515348241047155,1
"curved",100,25,0.666666666666667,1100028,0.98,0.938775510204082,0.92,0.8,1,0.857142857142857,0.961038961038961,0.0489241677631144,1
"curved",100,25,0.666666666666667,1100029,0.99,1,0.99,0.9,1,1,1,0.0481770673712993,1
"curved",100,25,0.666666666666667,1100030,0.98,1,0.98,0.8,1,1,1,0.0420835224732315,1
"curved",100,25,0.666666666666667,1100031,0.98,1,0.98,0.8,1,1,1,0.0454005860498055,1
"curved",100,25,0.666666666666667,1100032,0.98,1,0.98,0.8,1,1,1,0.0468393320262812,1
"curved",100,25,0.666666666666667,1100033,0.99,1,0.99,0.9,1,1,1,0.0440266648746965,1
"curved",100,25,0.666666666666667,1100034,0.98,0.938775510204082,0.92,0.8,1,0.933333333333333,0.941176470588235,0.0474322685339564,1
"curved",100,25,0.666666666666667,1100035,0.98,0.622448979591837,0.61,0.8,1,0.75,0.548387096774194,0.0344945568986463,1
"curved",100,25,0.666666666666667,1100036,0.98,1,0.98,0.8,1,1,1,0.0460211638146377,1
"curved",100,25,0.666666666666667,1100037,0.98,0.857142857142857,0.84,0.8,1,0.892857142857143,0.842857142857143,0.049309685209953,1
"curved",100,25,0.666666666666667,1100038,0.99,0.97979797979798,0.97,0.9,1,1,0.970588235294118,0.0519249317038805,1
"curved",100,25,0.666666666666667,1100039,0.98,0.785714285714286,0.77,0.8,1,0.862068965517241,0.753623188405797,0.0417539867907445,0
"curved",100,25,0.666666666666667,1100040,0.97,0.969072164948454,0.94,0.7,1,1,0.954545454545455,0.0563765812903615,0.5
"curved",100,25,0.666666666666667,1100041,0.98,0.938775510204082,0.92,0.8,1,1,0.921052631578947,0.0572576163794289,1
"curved",100,25,0.666666666666667,1100042,0.99,1,0.99,0.9,1,1,1,0.0543363671881184,1
"curved",100,25,0.666666666666667,1100043,0.98,0.673469387755102,0.66,0.8,1,0.763157894736842,0.616666666666667,0.0368576366161554,0.5
"curved",100,25,0.666666666666667,1100044,0.98,1,0.98,0.8,1,1,1,0.0466809229181248,1
"curved",100,25,0.666666666666667,1100045,0.98,0.979591836734694,0.96,0.8,1,1,0.96875,0.0550959465399025,1
"curved",100,25,0.666666666666667,1100046,0.98,1,0.98,0.8,1,1,1,0.0477641467151481,1
"curved",100,25,0.666666666666667,1100047,0.98,0.938775510204082,0.92,0.8,1,0.961538461538462,0.930555555555556,0.0398832231685404,1
"curved",100,25,0.666666666666667,1100048,0.99,0.98989898989899,0.98,0.9,1,1,0.985714285714286,0.0464307694318917,1
"curved",100,25,0.666666666666667,1100049,0.98,0.591836734693878,0.58,0.8,1,0.7,0.517241379310345,0.0315024917241824,0
"curved",100,25,0.666666666666667,1100050,0.98,0.877551020408163,0.86,0.8,1,0.833333333333333,0.897058823529412,0.0451833040150786,1
"curved",100,25,0.666666666666667,1100051,0.98,1,0.98,0.8,1,1,1,0.0460648720683425,1
"curved",100,25,0.666666666666667,1100052,0.98,0.744897959183674,0.73,0.8,1,0.884615384615385,0.694444444444444,0.0406108763235155,0.5
"curved",100,25,0.666666666666667,1100053,0.99,0.97979797979798,0.97,0.9,1,1,0.972972972972973,0.0575857923599208,1
"curved",100,25,0.666666666666667,1100054,0.98,0.836734693877551,0.82,0.8,1,0.866666666666667,0.823529411764706,0.0401567284328294,1
"curved",100,25,0.666666666666667,1100055,0.98,1,0.98,0.8,1,1,1,0.0453914036729253,1
"curved",100,25,0.666666666666667,1100056,0.98,1,0.98,0.8,1,1,1,0.0497711740093232,1
"curved",100,25,0.666666666666667,1100057,0.98,1,0.98,0.8,1,1,1,0.0406172554201069,1
"curved",100,25,0.666666666666667,1100058,0.98,0.887755102040816,0.87,0.8,1,0.852941176470588,0.90625,0.0391251173050804,1
"curved",100,25,0.666666666666667,1100059,0.98,0.918367346938776,0.9,0.8,1,0.928571428571429,0.914285714285714,0.0487785578630322,1
"curved",100,25,0.666666666666667,1100060,0.98,0.938775510204082,0.92,0.8,1,0.931034482758621,0.942028985507246,0.0405958687629413,1
"curved",100,25,0.666666666666667,1100061,0.98,0.979591836734694,0.96,0.8,1,0.966666666666667,0.985294117647059,0.0420048513792268,1
"curved",100,25,0.666666666666667,1100062,0.98,0.948979591836735,0.93,0.8,1,0.976190476190476,0.928571428571429,0.0318307278492906,0.5
"curved",100,25,0.666666666666667,1100063,0.98,0.938775510204082,0.92,0.8,1,0.96969696969697,0.923076923076923,0.0391570746879694,1
"curved",100,25,0.666666666666667,1100064,0.98,0.86734693877551,0.85,0.8,1,0.838709677419355,0.880597014925373,0.0389401729142069,0.5
"curved",100,25,0.666666666666667,1100065,0.98,1,0.98,0.8,1,1,1,0.047838587569991,1
"curved",100,25,0.666666666666667,1100066,0.98,0.673469387755102,0.66,0.8,1,0.730769230769231,0.652777777777778,0.0493711643937989,1
"curved",100,25,0.666666666666667,1100067,0.98,0.938775510204082,0.92,0.8,1,1,0.92,0.0508222512025791,1
"curved",100,25,0.666666666666667,1100068,0.98,1,0.98,0.8,1,1,1,0.0397040792381487,1
"curved",100,25,0.666666666666667,1100069,0.98,1,0.98,0.8,1,1,1,0.0426945396549696,1
"curved",100,25,0.666666666666667,1100070,0.98,1,0.98,0.8,1,1,1,0.0531870786444619,1
"curved",100,25,0.666666666666667,1100071,0.98,1,0.98,0.8,1,1,1,0.0404668244262789,1
"curved",100,25,0.666666666666667,1100072,0.98,0.806122448979592,0.79,0.8,1,1,0.72463768115942,0.0512873987257365,1
"curved",100,25,0.666666666666667,1100073,0.98,0.908163265306122,0.89,0.8,1,0.939393939393939,0.892307692307692,0.0430650940829072,1
"curved",100,25,0.666666666666667,1100074,0.98,0.908163265306122,0.89,0.8,1,0.964285714285714,0.885714285714286,0.0431048138024238,1
"curved",100,25,0.666666666666667,1100075,0.98,0.857142857142857,0.84,0.8,1,0.941176470588235,0.8125,0.0377130618772679,1
"curved",100,25,0.666666666666667,1100076,0.98,0.989795918367347,0.97,0.8,1,0.96969696969697,1,0.0413293185346155,1
"curved",100,25,0.666666666666667,1100077,0.98,0.979591836734694,0.96,0.8,1,1,0.972972972972973,0.0532162705407643,1
"curved",100,25,0.666666666666667,1100078,0.98,1,0.98,0.8,1,1,1,0.0481913545942399,1
"curved",100,25,0.666666666666667,1100079,0.98,1,0.98,0.8,1,1,1,0.0365358876946212,1
"curved",100,25,0.666666666666667,1100080,0.98,0.785714285714286,0.77,0.8,1,0.823529411764706,0.765625,0.0484528446051326,1
"curved",100,25,0.666666666666667,1100081,0.98,1,0.98,0.8,1,1,1,0.0579572570461828,1
"curved",100,25,0.666666666666667,1100082,0.98,0.887755102040816,0.87,0.8,1,0.896551724137931,0.884057971014493,0.0438766428997974,1
"curved",100,25,0.666666666666667,1100083,0.98,1,0.98,0.8,1,1,1,0.049441277566706,1
"curved",100,25,0.666666666666667,1100084,0.98,0.979591836734694,0.96,0.8,1,1,0.971014492753623,0.0484993195474381,1
"curved",100,25,0.666666666666667,1100085,0.98,0.887755102040816,0.87,0.8,1,0.95,0.844827586206897,0.0318807278838434,1
"curved",100,25,0.666666666666667,1100086,0.97,0.979381443298969,0.95,0.7,1,1,0.971014492753623,0.0416583472509899,1
"curved",100,25,0.666666666666667,1100087,0.98,0.826530612244898,0.81,0.8,1,0.814814814814815,0.830985915492958,0.0463684379269871,0.5
"curved",100,25,0.666666666666667,1100088,0.98,1,0.98,0.8,1,1,1,0.0511189964150799,1
"curved",100,25,0.666666666666667,1100089,0.97,1,0.97,0.7,1,1,1,0.0462507566337732,1
"curved",100,25,0.666666666666667,1100090,0.98,0.989795918367347,0.97,0.8,1,1,0.984615384615385,0.0431303903702702,1
"curved",100,25,0.666666666666667,1100091,0.97,1,0.97,0.7,1,1,1,0.064402552827117,1
"curved",100,25,0.666666666666667,1100092,0.98,0.897959183673469,0.88,0.8,1,0.921052631578947,0.883333333333333,0.0364070382991757,1
"curved",100,25,0.666666666666667,1100093,0.98,0.663265306122449,0.65,0.8,1,0.75,0.635135135135135,0.0471759414153603,1
"curved",100,25,0.666666666666667,1100094,0.98,0.877551020408163,0.86,0.8,1,0.964285714285714,0.842857142857143,0.0508822570569243,0.5
"curved",100,25,0.666666666666667,1100095,0.98,0.989795918367347,0.97,0.8,1,1,0.985714285714286,0.0535417962344431,1
"curved",100,25,0.666666666666667,1100096,0.98,1,0.98,0.8,1,1,1,0.0422734975915268,1
"curved",100,25,0.666666666666667,1100097,0.98,0.908163265306122,0.89,0.8,1,1,0.878378378378378,0.0423646511526253,1
"curved",100,25,0.666666666666667,1100098,0.98,1,0.98,0.8,1,1,1,0.0403397827167633,1
"curved",100,25,0.666666666666667,1100099,0.99,1,0.99,0.9,1,1,1,0.0493197803256942,1
"curved",100,25,0.666666666666667,1100100,0.98,1,0.98,0.8,1,1,1,0.0538639587540599,1
"curved",100,25,0.666666666666667,1100101,0.97,0.649484536082474,0.63,0.7,1,0.782608695652174,0.608108108108108,0.0527254711077477,1
"curved",100,25,0.666666666666667,1100102,0.98,0.908163265306122,0.89,0.8,1,0.923076923076923,0.902777777777778,0.0519030300137395,1
"curved",100,25,0.666666666666667,1100103,0.99,0.96969696969697,0.96,0.9,1,0.96969696969697,0.96969696969697,0.0410098093503904,1
"curved",100,25,0.666666666666667,1100104,0.98,0.887755102040816,0.87,0.8,1,0.96969696969697,0.846153846153846,0.042090556422934,1
"curved",100,25,0.666666666666667,1100105,0.98,0.877551020408163,0.86,0.8,1,0.896551724137931,0.869565217391304,0.044850903004313,1
"curved",100,25,0.666666666666667,1100106,0.98,1,0.98,0.8,1,1,1,0.0513429081825636,1
"curved",100,25,0.666666666666667,1100107,0.98,0.673469387755102,0.66,0.8,1,0.75,0.648648648648649,0.0482355786107855,0
"curved",100,25,0.666666666666667,1100108,0.98,0.816326530612245,0.8,0.8,1,0.875,0.775862068965517,0.0395027750246379,0.5
"curved",100,25,0.666666666666667,1100109,0.98,0.938775510204082,0.92,0.8,1,0.956521739130435,0.933333333333333,0.0496212577241165,0.5
"curved",100,25,0.666666666666667,1100110,0.98,0.908163265306122,0.89,0.8,1,0.921052631578947,0.9,0.0342382299456401,1
"curved",100,25,0.666666666666667,1100111,0.99,1,0.99,0.9,1,1,1,0.0499283142770012,1
"curved",100,25,0.666666666666667,1100112,0.99,1,0.99,0.9,1,1,1,0.0439798978198425,1
"curved",100,25,0.666666666666667,1100113,0.98,0.979591836734694,0.96,0.8,1,1,0.96875,0.0367366348362264,1
"curved",100,25,0.666666666666667,1100114,0.98,0.86734693877551,0.85,0.8,1,0.941176470588235,0.828125,0.0385696060757037,1
"curved",100,25,0.666666666666667,1100115,0.98,1,0.98,0.8,1,1,1,0.0600109688745314,1
"curved",100,25,0.666666666666667,1100116,0.98,0.969387755102041,0.95,0.8,1,1,0.956521739130435,0.0476412018831605,0.5
"curved",100,25,0.666666666666667,1100117,0.98,0.918367346938776,0.9,0.8,1,0.947368421052632,0.9,0.0323377790128596,1
"curved",100,25,0.666666666666667,1100118,0.99,1,0.99,0.9,1,1,1,0.0520952278250554,1
"curved",100,25,0.666666666666667,1100119,0.98,0.969387755102041,0.95,0.8,1,0.96969696969697,0.969230769230769,0.0477718680929277,1
"curved",100,25,0.666666666666667,1100120,0.98,0.948979591836735,0.93,0.8,1,0.952380952380952,0.948051948051948,0.0493350494004908,1
"curved",100,25,0.666666666666667,1100121,0.98,0.928571428571429,0.91,0.8,1,0.967741935483871,0.91044776119403,0.0392644541339742,1
"curved",100,25,0.666666666666667,1100122,0.98,0.969387755102041,0.95,0.8,1,1,0.959459459459459,0.0431609758803892,1
"curved",100,25,0.666666666666667,1100123,0.98,0.918367346938776,0.9,0.8,1,0.96875,0.893939393939394,0.0428345147821074,1
"curved",100,25,0.666666666666667,1100124,0.98,1,0.98,0.8,1,1,1,0.0450871838442133,1
"curved",100,25,0.666666666666667,1100125,0.98,0.938775510204082,0.92,0.8,1,1,0.903225806451613,0.0369473752671544,1
"curved",100,25,0.666666666666667,1100126,0.98,0.816326530612245,0.8,0.8,1,1,0.772151898734177,0.0511931467264601,0.5
"curved",100,25,0.666666666666667,1100127,0.98,0.86734693877551,0.85,0.8,1,0.96969696969697,0.815384615384615,0.0377112120493951,1
"curved",100,25,0.666666666666667,1100128,0.98,0.877551020408163,0.86,0.8,1,0.90625,0.863636363636364,0.0466570782543146,1
"curved",100,25,0.666666666666667,1100129,0.98,0.979591836734694,0.96,0.8,1,1,0.967213114754098,0.0469498770445728,1
"curved",100,25,0.666666666666667,1100130,0.98,1,0.98,0.8,1,1,1,0.0394070566744476,1
"curved",100,25,0.666666666666667,1100131,0.98,0.908163265306122,0.89,0.8,1,0.923076923076923,0.902777777777778,0.0494485865175858,1
"curved",100,25,0.666666666666667,1100132,0.98,0.908163265306122,0.89,0.8,1,0.933333333333333,0.897058823529412,0.0372428146027078,1
"curved",100,25,0.666666666666667,1100133,0.98,0.959183673469388,0.94,0.8,1,0.970588235294118,0.953125,0.0398542868076903,0.5
"curved",100,25,0.666666666666667,1100134,0.98,0.551020408163265,0.54,0.8,1,0.592592592592593,0.535211267605634,0.0415241010414088,0
"curved",100,25,0.666666666666667,1100135,0.98,1,0.98,0.8,1,1,1,0.0596457982821602,1
"curved",100,25,0.666666666666667,1100136,0.98,1,0.98,0.8,1,1,1,0.0558118899381729,1
"curved",100,25,0.666666666666667,1100137,0.98,1,0.98,0.8,1,1,1,0.043747134001298,1
"curved",100,25,0.666666666666667,1100138,0.98,1,0.98,0.8,1,1,1,0.0485118853018475,1
"curved",100,25,0.666666666666667,1100139,0.98,0.489795918367347,0.48,0.8,1,0.5,0.486111111111111,0.0466326722863042,0.5
"curved",100,25,0.666666666666667,1100140,0.98,0.86734693877551,0.85,0.8,1,0.961538461538462,0.833333333333333,0.0465686774329305,1
"curved",100,25,0.666666666666667,1100141,0.98,1,0.98,0.8,1,1,1,0.0618317758521962,1
"curved",100,25,0.666666666666667,1100142,0.98,0.683673469387755,0.67,0.8,1,0.869565217391304,0.626666666666667,0.0538973408769184,0.5
"curved",100,25,0.666666666666667,1100143,0.97,0.824742268041237,0.8,0.7,1,0.894736842105263,0.807692307692308,0.0474598714199236,1
"curved",100,25,0.666666666666667,1100144,0.99,1,0.99,0.9,1,1,1,0.0380703293492274,1
"curved",100,25,0.666666666666667,1100145,0.98,1,0.98,0.8,1,1,1,0.0548874712120446,1
"curved",100,25,0.666666666666667,1100146,0.99,0.828282828282828,0.82,0.9,1,0.8,0.840579710144927,0.0450598238488852,1
"curved",100,25,0.666666666666667,1100147,0.97,1,0.97,0.7,1,1,1,0.0611897704820586,1
"curved",100,25,0.666666666666667,1100148,0.99,0.98989898989899,0.98,0.9,1,1,0.984848484848485,0.0470067210332623,1
"curved",100,25,0.666666666666667,1100149,0.98,0.928571428571429,0.91,0.8,1,0.851851851851852,0.957746478873239,0.0438686067688408,0.5
"curved",100,25,0.666666666666667,1100150,0.98,1,0.98,0.8,1,1,1,0.0498738852237686,1
"curved",100,25,0.666666666666667,1100151,0.98,0.704081632653061,0.69,0.8,1,0.857142857142857,0.662337662337662,0.0447966246989424,0
"curved",100,25,0.666666666666667,1100152,0.98,1,0.98,0.8,1,1,1,0.0453875670228269,1
"curved",100,25,0.666666666666667,1100153,0.98,1,0.98,0.8,1,1,1,0.0482784867806027,1
"curved",100,25,0.666666666666667,1100154,0.98,1,0.98,0.8,1,1,1,0.0406445024179874,1
"curved",100,25,0.666666666666667,1100155,0.98,1,0.98,0.8,1,1,1,0.043091525334273,1
"curved",100,25,0.666666666666667,1100156,0.97,1,0.97,0.7,1,1,1,0.047641148634986,1
"curved",100,25,0.666666666666667,1100157,0.98,1,0.98,0.8,1,1,1,0.045154085794182,1
"curved",100,25,0.666666666666667,1100158,0.98,0.877551020408163,0.86,0.8,1,0.925925925925926,0.859154929577465,0.0425301875246866,1
"curved",100,25,0.666666666666667,1100159,0.98,1,0.98,0.8,1,1,1,0.038677729192882,1
"curved",100,25,0.666666666666667,1100160,0.98,1,0.98,0.8,1,1,1,0.0524223786296268,1
"curved",100,25,0.666666666666667,1100161,0.98,0.959183673469388,0.94,0.8,1,1,0.944444444444444,0.0509708191199518,1
"curved",100,25,0.666666666666667,1100162,0.97,0.804123711340206,0.78,0.7,1,0.866666666666667,0.776119402985075,0.041728900260653,1
"curved",100,25,0.666666666666667,1100163,0.98,0.938775510204082,0.92,0.8,1,0.947368421052632,0.933333333333333,0.034914562434919,1
"curved",100,25,0.666666666666667,1100164,0.98,0.979591836734694,0.96,0.8,1,0.967741935483871,0.985074626865672,0.044023913606101,1
"curved",100,25,0.666666666666667,1100165,0.98,0.918367346938776,0.9,0.8,1,0.909090909090909,0.923076923076923,0.0450846725956994,1
"curved",100,25,0.666666666666667,1100166,0.97,1,0.97,0.7,1,1,1,0.0442622797249392,1
"curved",100,25,0.666666666666667,1100167,0.97,1,0.97,0.7,1,1,1,0.0523540609704369,1
"curved",100,25,0.666666666666667,1100168,0.98,0.969387755102041,0.95,0.8,1,1,0.955223880597015,0.0556885770448037,1
"curved",100,25,0.666666666666667,1100169,0.98,0.816326530612245,0.8,0.8,1,0.71875,0.863636363636364,0.0415531801534025,0.5
"curved",100,25,0.666666666666667,1100170,0.98,1,0.98,0.8,1,1,1,0.0514766790714183,1
"curved",100,25,0.666666666666667,1100171,0.98,0.908163265306122,0.89,0.8,1,1,0.878378378378378,0.0463746708856787,1
"curved",100,25,0.666666666666667,1100172,0.98,0.908163265306122,0.89,0.8,1,0.928571428571429,0.9,0.0494230382538636,0.5
"curved",100,25,0.666666666666667,1100173,0.98,0.989795918367347,0.97,0.8,1,1,0.986842105263158,0.0534998467462565,1
"curved",100,25,0.666666666666667,1100174,0.98,0.948979591836735,0.93,0.8,1,1,0.934210526315789,0.0463945812750906,1
"curved",100,25,0.666666666666667,1100175,0.98,0.908163265306122,0.89,0.8,1,0.916666666666667,0.903225806451613,0.0443936764963299,0.5
"curved",100,25,0.666666666666667,1100176,0.98,0.795918367346939,0.78,0.8,1,0.928571428571429,0.742857142857143,0.0504547934029701,1
"curved",100,25,0.666666666666667,1100177,0.98,0.683673469387755,0.67,0.8,1,0.8,0.643835616438356,0.046157219615274,0
"curved",100,25,0.666666666666667,1100178,0.98,1,0.98,0.8,1,1,1,0.0361852102140446,1
"curved",100,25,0.666666666666667,1100179,0.98,1,0.98,0.8,1,1,1,0.0553884637930922,1
"curved",100,25,0.666666666666667,1100180,0.98,0.959183673469388,0.94,0.8,1,1,0.940298507462687,0.049361754390183,1
"curved",100,25,0.666666666666667,1100181,0.98,0.857142857142857,0.84,0.8,1,0.931034482758621,0.826086956521739,0.0485755973105959,1
"curved",100,25,0.666666666666667,1100182,0.98,0.826530612244898,0.81,0.8,1,0.771428571428571,0.857142857142857,0.0431383117747817,1
"curved",100,25,0.666666666666667,1100183,0.98,0.979591836734694,0.96,0.8,1,1,0.973333333333333,0.0485539910679876,1
"curved",100,25,0.666666666666667,1100184,0.98,0.979591836734694,0.96,0.8,1,1,0.971830985915493,0.0432968351589025,1
"curved",100,25,0.666666666666667,1100185,0.98,0.775510204081633,0.76,0.8,1,0.833333333333333,0.75,0.0483232993062824,1
"curved",100,25,0.666666666666667,1100186,0.98,0.826530612244898,0.81,0.8,1,0.866666666666667,0.808823529411765,0.0472620096678918,1
"curved",100,25,0.666666666666667,1100187,0.99,0.98989898989899,0.98,0.9,1,1,0.986301369863014,0.0479193714364934,1
"curved",100,25,0.666666666666667,1100188,0.98,0.806122448979592,0.79,0.8,1,1,0.753246753246753,0.0573590457418792,1
"curved",100,25,0.666666666666667,1100189,0.98,0.877551020408163,0.86,0.8,1,0.882352941176471,0.875,0.0411889385048326,1
"curved",100,25,0.666666666666667,1100190,0.98,1,0.98,0.8,1,1,1,0.047555658762114,1
"curved",100,25,0.666666666666667,1100191,0.98,0.979591836734694,0.96,0.8,1,0.96551724137931,0.985507246376812,0.0493737878053769,1
"curved",100,25,0.666666666666667,1100192,0.99,0.909090909090909,0.9,0.9,1,0.851851851851852,0.930555555555556,0.0413940973963649,1
"curved",100,25,0.666666666666667,1100193,0.98,0.826530612244898,0.81,0.8,1,0.793103448275862,0.840579710144927,0.0425128451960006,1
"curved",100,25,0.666666666666667,1100194,0.98,1,0.98,0.8,1,1,1,0.0560748575508656,1
"curved",100,25,0.666666666666667,1100195,0.99,1,0.99,0.9,1,1,1,0.0491498097946061,1
"curved",100,25,0.666666666666667,1100196,0.98,1,0.98,0.8,1,1,1,0.0581498962415234,1
"curved",100,25,0.666666666666667,1100197,0.98,1,0.98,0.8,1,1,1,0.0429852932180251,1
"curved",100,25,0.666666666666667,1100198,0.98,1,0.98,0.8,1,1,1,0.0486970894849394,1
"curved",100,25,0.666666666666667,1100199,0.99,0.95959595959596,0.95,0.9,1,0.970588235294118,0.953846153846154,0.0359604453606983,1
"curved",100,25,0.666666666666667,1100200,0.98,0.969387755102041,0.95,0.8,1,1,0.954545454545455,0.0542278403583514,1
"affine",100,16,0.666666666666667,100001,0.97,1,0.97,0.7,1,1,1,0.0348915362898139,1
"affine",100,16,0.666666666666667,100002,0.97,1,0.97,0.7,1,1,1,0.0294572413102153,1
"affine",100,16,0.666666666666667,100003,0.97,1,0.97,0.7,1,1,1,0.0350445572944941,1
"affine",100,16,0.666666666666667,100004,0.96,1,0.96,0.6,1,1,1,0.0318266022101903,1
"affine",100,16,0.666666666666667,100005,0.96,0.979166666666667,0.94,0.6,1,1,0.971830985915493,0.0386277528301527,1
"affine",100,16,0.666666666666667,100006,0.97,1,0.97,0.7,1,1,1,0.0439224336231748,1
"affine",100,16,0.666666666666667,100007,0.97,1,0.97,0.7,1,1,1,0.0410096850864053,1
"affine",100,16,0.666666666666667,100008,0.96,1,0.96,0.6,1,1,1,0.0416899527503868,1
"affine",100,16,0.666666666666667,100009,0.96,1,0.96,0.6,1,1,1,0.0404357907571316,1
"affine",100,16,0.666666666666667,100010,0.96,0.979166666666667,0.94,0.6,1,1,0.969230769230769,0.0325975681122463,0.5
"affine",100,16,0.666666666666667,100011,0.96,0.989583333333333,0.95,0.6,1,1,0.985294117647059,0.0411999553339283,1
"affine",100,16,0.666666666666667,100012,0.97,0.969072164948454,0.94,0.7,1,1,0.958904109589041,0.0416468603350134,1
"affine",100,16,0.666666666666667,100013,0.97,1,0.97,0.7,1,1,1,0.0342689252680841,1
"affine",100,16,0.666666666666667,100014,0.96,0.958333333333333,0.92,0.6,1,1,0.947368421052632,0.0525453459452135,1
"affine",100,16,0.666666666666667,100015,0.96,0.989583333333333,0.95,0.6,1,1,0.983333333333333,0.0311082533828411,1
"affine",100,16,0.666666666666667,100016,0.96,1,0.96,0.6,1,1,1,0.0424069750555932,1
"affine",100,16,0.666666666666667,100017,0.96,1,0.96,0.6,1,1,1,0.0466647080097647,1
"affine",100,16,0.666666666666667,100018,0.97,1,0.97,0.7,1,1,1,0.0532541668952413,1
"affine",100,16,0.666666666666667,100019,0.96,1,0.96,0.6,1,1,1,0.058900994783095,1
"affine",100,16,0.666666666666667,100020,0.96,0.895833333333333,0.86,0.6,1,0.962962962962963,0.869565217391304,0.0584045221403862,0.5
"affine",100,16,0.666666666666667,100021,0.97,1,0.97,0.7,1,1,1,0.0339553877428521,1
"affine",100,16,0.666666666666667,100022,0.97,0.979381443298969,0.95,0.7,1,0.96875,0.984615384615385,0.0408164215594835,1
"affine",100,16,0.666666666666667,100023,0.97,1,0.97,0.7,1,1,1,0.0281297071068055,1
"affine",100,16,0.666666666666667,100024,0.96,1,0.96,0.6,1,1,1,0.0519647554284161,1
"affine",100,16,0.666666666666667,100025,0.97,0.969072164948454,0.94,0.7,1,1,0.955223880597015,0.041156076305782,1
"affine",100,16,0.666666666666667,100026,0.96,1,0.96,0.6,1,1,1,0.0385432507875355,1
"affine",100,16,0.666666666666667,100027,0.97,1,0.97,0.7,1,1,1,0.060071628467334,1
"affine",100,16,0.666666666666667,100028,0.97,1,0.97,0.7,1,1,1,0.0471208365674765,1
"affine",100,16,0.666666666666667,100029,0.97,1,0.97,0.7,1,1,1,0.0672551248405741,1
"affine",100,16,0.666666666666667,100030,0.96,1,0.96,0.6,1,1,1,0.04263012761114,1
"affine",100,16,0.666666666666667,100031,0.97,1,0.97,0.7,1,1,1,0.0361991570232919,1
"affine",100,16,0.666666666666667,100032,0.96,1,0.96,0.6,1,1,1,0.0464063088644989,1
"affine",100,16,0.666666666666667,100033,0.97,1,0.97,0.7,1,1,1,0.0817525078629786,1
"affine",100,16,0.666666666666667,100034,0.96,0.979166666666667,0.94,0.6,1,0.966666666666667,0.984848484848485,0.0385467431765272,1
"affine",100,16,0.666666666666667,100035,0.97,1,0.97,0.7,1,1,1,0.040142211470179,1
"affine",100,16,0.666666666666667,100036,0.96,1,0.96,0.6,1,1,1,0.0415690761494817,1
"affine",100,16,0.666666666666667,100037,0.97,1,0.97,0.7,1,1,1,0.0375388453884847,1
"affine",100,16,0.666666666666667,100038,0.97,1,0.97,0.7,1,1,1,0.0572954990607704,1
"affine",100,16,0.666666666666667,100039,0.97,1,0.97,0.7,1,1,1,0.0475482853614936,1
"affine",100,16,0.666666666666667,100040,0.97,1,0.97,0.7,1,1,1,0.0285922822163025,1
